Numeracion_consecutiva,CveMunicipio,Nombre_Municipio,Homicidio_doloso_con_arma_de_fuego1,Suma_de_delitos_1-5-6_Homicidios_y_lesiones_dolosas,Suma_delitos_64-65-74-75_Robo_s_casa_habitacion,Suma_de_delitos_de_robo_52-61,Poblacion_2010,Poblacion-2015,Pobreza_Porcentaje_2010,Pobreza_Porcentaje_2015,Pobreza_Personas_2010,Pobreza_Personas_2015,Pobreza_Carencias_promedio_2010,Pobreza_Carencias_promedio_2015,Pobreza_Extrema_Porcentaje_2010,Pobreza_Extrema_Porcentaje_2015,Pobreza_Extrema_Personas_2010,"Pobreza Extrema Personas
2015","Pobreza Extrema Carencias promedio
2010","Pobreza Extrema Carencias promedio
2015",Pobreza_Moderada_Porcentaje_2010,Pobreza_Moderada_Porcentaje_2015,Pobreza_Moderada_Personas_2010,"Pobreza Moderada Personas
2015","Pobreza Moderada Carencias promedio
2010","Pobreza Moderada Carencias promedio
2015",Vulnerables_por_carencia_social_Porcentaje_2010,Vulnerables_por_carencia_social_Porcentaje_2015,Vulnerables_por_carencia_social_Personas_2010,Vulnerables_por_carencia_social_Personas_2015,Vulnerables_por_carencia_social_Carencias_promedio_2010,Vulnerables_por_carencia_social_Carencias_promedio_2015,Vulnerables_por_ingreso_Porcentaje_2010,Vulnerables_por_ingreso_Porcentaje_2015,Vulnerables_ por_ingreso_Personas_2010,Vulnerables_por_ingreso_Personas_2015,No_pobres_y_no_vulnerables_Porcentaje_2010,No_pobres_y_no_vulnerables_Porcentaje_2015,No_pobres_y_no_vulnerables_Personas_2010,No_pobres_y_no_vulnerables_Personas_2015,Rezago_educativo_Porcentaje_2010,Rezago_educativo_Porcentaje_2015,Rezago_educativo_Personas_2010,Rezago_educativo_Personas_2015,Rezago_educativo_Carencias_promedio_2010,Rezago_educativo_Carencias_promedio_2015,Carencia_por_acceso_a_los_servicios_de_salud_Porcentaje_2010,Carencia_por_acceso_a_los_servicios_de_salud_Porcentaje_2015,Carencia_por_acceso_a_los_servicios_de_salud_Personas_2010,Carencia_por_acceso_a_los_servicios_de_salud_Personas_2015,Carencia_por_acceso_a_los_servicios_de_salud_Carencias_promedio_2010,Carencia_por_acceso_a_los_servicios_de_salud_Carencias_promedio_2015,Carencia_por_acceso_a_la_seguridad_social_Porcentaje_2010,Carencia_por_acceso_a_la_seguridad_social_Porcentaje_2015,Carencia_por_acceso_a_la_seguridad_social_Personas_2010,Carencia_por_acceso_a_la_seguridad_social_Personas_2015,Carencia_por_acceso_a_la_seguridad_social_Carencias_promedio_2010,Carencia_por_acceso_a_la_seguridad_social_Carencias_promedio_2015,Carencia_por_calidad_y_espacios_de_la_vivienda_Porcentaje_2010,Carencia_por_calidad_y_espacios_de_la_vivienda_Porcentaje_2015,Carencia_por_calidad_y_espacios_de_la_vivienda_Personas_2010,Carencia_por_calidad_y_espacios_de_la_vivienda_Personas_2015,Carencia_por_calidad_y_espacios_de_la_vivienda_Carencias_promedio_2010,Carencia_por_calidad_y_espacios_de_la_vivienda_Carencias_promedio_2015,Carencia_por_acceso_a_los_servicios_basicos_en_la_vivienda_Porcentaje_2010,Carencia_por_acceso_a_los_servicios_basicos_en_la_vivienda_Porcentaje_2015,Carencia_por_acceso_a_los_servicios_basicos_en_la_vivienda_Personas_2010,Carencia_por_acceso_a_los_servicios_basicos_en_la_vivienda_Personas_2015,Carencia_por_acceso_a_los_servicios_basicos_en_la_vivienda_Carencias_promedio_2010,Carencia_por_acceso_a_los_servicios_basicos_en_la_vivienda_Carencias_promedio_2015,Carencia_por_acceso_a_la_alimentacion_Porcentaje_2010,Carencia_por_acceso_a_la_alimentacion_Porcentaje_2015,Carencia_por_acceso_a_la_alimentacion_Personas_2010,Carencia_por_acceso_a_la_alimentacion_Personas_2015,Carencia_por_acceso_a_la_alimentacion_Carencias_promedio_2010,Carencia_por_acceso_a_la_alimentacion_Carencias_promedio_2015,Poblacion_con_al_menos_una_carencia_social_Porcentaje_2010,Poblacion_con_al_menos_una_carencia_social_Porcentaje_2015,Poblacion_con_al_menos_una_carencia_social_Personas_2010,Poblacion_con_al_menos_una_carencia_social_Personas_2015,Poblacion_con_al_menos_una_carencia_social_Carencias_promedio_2010,Poblacion_con_al_menos_una_carencia_social_Carencias_promedio_2015,Poblacion_con_tres_o_mas_carencias_sociales_Porcentaje_2010,Poblacion_con_tres_o_mas_carencias_sociales_Porcentaje_2015,Poblacion_con_tres_o_mas_carencias_sociales_Personas_2010,Poblacion_con_tres_o_mas_carencias_sociales_Personas_2015,Poblacion_con_tres_o_mas_carencias_sociales_Carencias_promedio_2010,Poblacion_con_tres_o_mas_carencias_sociales_Carencias_promedio_2015, Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_Porcentaje_2010, Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_Porcentaje_2015, Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_Personas_2010, Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_Personas_2015, Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_Carencias_promedio_2010, Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_Carencias_promedio_2015,Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_minimo_Porcentaje_2010,Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_minimo_Porcentaje_2015,Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_minimo_Personas_2010,Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_minimo_Personas_2015,Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_minimo_Carencias_promedio_2010,Poblacion_con_ingreso_inferior_a_la_linea_de_bienestar_minimo_Carencias_promedio_2015
11,1011,San Francisco de los Romo,5,5,208,1579,"37,776","45,152",42.2,31.3,"15,951","14,138",1.9,1.7,3.7,1.8,"1,410",801,3.5,3.3,38.5,29.5,"14,541","13,337",1.7,1.6,24.0,28.4,"9,061","12,804",1.7,1.5,10.2,13.7,"3,838","6,176",23.6,26.7,"8,926","12,034",20.1,16.9,"7,595","7,642",2.2,2.0,18.3,11.6,"6,925","5,226",2.5,2.4,49.1,37.5,"18,548","16,943",2.0,1.8,9.3,5.4,"3,525","2,457",2.7,2.4,2.5,3.2,961,"1,456",3.3,2.5,20.1,20.9,"7,582","9,454",2.3,1.9,66.2,59.7,"25,012","26,942",1.8,1.6,13.0,7.6,"4,910","3,410",3.3,3.2,52.4,45.0,"19,789","20,314",1.5,1.2,18.2,12.8,"6,867","5,798",1.8,1.4
12,2001,Ensenada,192,192,1756,5,"446,415","569,425",34.6,33.5,"154,337","190,776",2.4,2.2,4.6,3.5,"20,648","19,951",3.9,3.6,29.9,30.0,"133,689","170,825",2.1,2.0,37.8,37.1,"168,635","211,512",1.9,2.0,5.5,6.6,"24,619","37,720",22.1,22.7,"98,824","129,417",21.5,17.9,"95,798","102,188",2.9,2.8,23.4,14.5,"104,654","82,366",2.9,3.0,58.7,54.2,"262,106","308,584",2.3,2.3,12.3,12.6,"54,856","71,993",3.6,3.1,21.1,27.9,"94,148","159,048",3.3,2.8,18.1,18.3,"80,824","104,204",3.4,2.7,72.3,70.6,"322,972","402,288",2.1,2.1,22.1,21.5,"98,677","122,383",3.7,3.5,40.1,40.1,"178,956","228,496",2.0,1.8,11.0,10.5,"49,244","59,793",2.4,2.1
13,2002,Mexicali,74,74,4752,8,"961,693","1,014,987",30.0,25.7,"288,143","260,649",2.0,1.9,2.6,1.7,"25,306","17,589",3.4,3.5,27.3,23.9,"262,837","243,059",1.9,1.8,34.7,31.8,"334,072","322,673",1.8,1.7,7.0,8.2,"66,908","82,859",28.3,34.4,"272,570","348,807",15.6,11.6,"149,965","117,758",2.3,2.3,27.1,15.4,"260,407","156,741",2.4,2.4,51.7,41.4,"497,252","420,065",2.1,1.9,8.9,8.3,"85,681","84,055",2.7,2.6,6.4,10.1,"61,403","102,440",2.8,2.6,12.7,14.0,"121,731","142,204",2.6,2.2,64.7,57.5,"622,215","583,321",1.9,1.8,13.3,10.2,"127,487","103,936",3.3,3.3,36.9,33.8,"355,052","343,508",1.6,1.4,9.4,8.3,"89,924","84,022",1.9,1.7
14,2003,Tecate,67,67,352,0,"89,999","110,870",29.6,26.6,"26,633","29,534",2.0,1.8,2.6,1.7,"2,335","1,932",3.4,3.3,27.0,24.9,"24,298","27,602",1.8,1.7,37.6,37.5,"33,833","41,536",1.8,1.7,7.0,7.1,"6,327","7,913",25.8,28.8,"23,206","31,887",16.3,14.0,"14,670","15,471",2.3,2.2,25.0,11.5,"22,485","12,700",2.4,2.5,49.7,44.4,"44,770","49,185",2.0,1.9,9.4,11.7,"8,452","12,935",2.5,2.5,12.0,17.1,"10,812","18,985",2.6,2.4,11.5,13.3,"10,380","14,702",2.5,2.4,67.2,64.1,"60,466","71,070",1.8,1.7,13.1,11.7,"11,829","13,018",3.3,3.3,36.6,33.8,"32,960","37,447",1.6,1.5,9.3,8.6,"8,389","9,507",1.9,1.7
15,2004,Tijuana,1445,1445,5104,0,"1,635,974","1,693,494",31.1,29.5,"508,581","499,136",2.1,1.8,3.5,1.8,"56,576","30,931",3.5,3.4,27.6,27.6,"452,005","468,205",1.9,1.7,39.5,33.1,"646,033","560,859",1.8,1.7,6.3,8.4,"103,404","141,855",23.1,29.0,"377,956","491,643",16.3,12.7,"267,438","214,586",2.5,2.3,36.3,21.0,"594,212","354,922",2.4,2.4,54.5,46.3,"891,592","783,277",2.1,1.9,9.6,8.4,"156,352","141,441",2.8,2.4,2.3,7.3,"37,216","124,401",3.2,2.6,18.3,13.9,"299,561","234,842",2.6,2.2,70.6,62.6,"1,154,614","1,059,995",1.9,1.7,15.8,10.2,"258,653","172,570",3.4,3.3,37.4,37.9,"611,985","640,992",1.7,1.4,9.6,9.5,"156,546","160,064",2.1,1.7
16,2005,Playas de Rosarito,102,102,440,0,"101,290","110,698",41.6,37.8,"42,101","41,871",2.1,1.9,4.2,2.8,"4,264","3,124",3.5,3.4,37.4,35.0,"37,836","38,747",1.9,1.8,42.7,40.5,"43,258","44,800",1.9,1.7,4.1,5.5,"4,165","6,071",11.6,16.2,"11,766","17,955",19.1,13.5,"19,328","14,935",2.7,2.6,32.3,18.9,"32,732","20,930",2.5,2.5,71.6,62.4,"72,543","69,038",2.1,1.9,15.1,12.2,"15,324","13,487",2.7,2.7,10.6,18.5,"10,787","20,436",3.0,2.5,16.7,17.0,"16,892","18,783",3.0,2.5,84.3,78.3,"85,359","86,671",2.0,1.8,20.1,15.3,"20,399","16,933",3.4,3.3,45.7,43.3,"46,266","47,943",1.9,1.7,12.4,12.3,"12,609","13,573",2.1,1.9
17,3001,Comondu,3,3,460,0,"77,540","82,445",42.8,38.8,"33,215","31,982",2.2,1.9,6.9,3.2,"5,339","2,617",3.6,3.4,35.9,35.6,"27,875","29,366",2.0,1.7,32.8,32.0,"25,403","26,355",1.8,1.6,4.5,6.8,"3,472","5,590",19.9,22.5,"15,450","18,518",22.8,18.3,"17,699","15,095",2.5,2.3,15.3,8.2,"11,831","6,793",2.9,2.8,57.1,53.7,"44,301","44,252",2.3,1.9,11.7,8.1,"9,047","6,703",3.4,2.9,19.0,9.7,"14,721","8,028",2.9,2.9,29.9,26.1,"23,175","21,530",2.7,2.3,75.6,70.8,"58,618","58,338",2.1,1.8,22.0,13.4,"17,045","11,019",3.5,3.3,47.3,45.6,"36,687","37,572",2.0,1.6,16.9,13.6,"13,117","11,222",2.3,1.8
18,3002,Mulege,1,1,348,0,"63,127","65,196",39.7,27.8,"25,050","18,143",2.3,2.1,5.4,2.1,"3,412","1,374",3.7,3.7,34.3,25.7,"21,638","16,769",2.1,1.9,31.3,39.0,"19,777","25,422",2.0,2.0,5.5,7.2,"3,487","4,682",23.5,26.0,"14,813","16,949",25.2,23.3,"15,894","15,195",2.9,2.7,13.5,8.8,"8,536","5,714",3.2,3.3,55.5,47.7,"35,056","31,100",2.3,2.2,13.2,22.7,"8,319","14,792",3.5,3.0,16.9,20.6,"10,643","13,458",3.4,3.1,30.5,13.5,"19,235","8,807",3.0,3.0,71.0,66.8,"44,827","43,565",2.2,2.0,22.5,20.0,"14,222","13,062",3.7,3.6,45.2,35.0,"28,537","22,825",2.0,1.6,15.0,9.3,"9,474","6,093",2.2,1.8
19,3003,La Paz,16,16,2514,0,"265,717","293,687",25.5,24.3,"67,813","71,306",2.1,1.9,2.8,1.7,"7,486","5,093",3.6,3.3,22.7,22.5,"60,327","66,213",1.9,1.8,27.9,30.0,"74,024","88,214",1.8,1.6,5.5,7.2,"14,573","21,204",41.1,38.5,"109,308","112,963",12.9,10.3,"34,149","30,165",2.4,2.2,19.8,12.2,"52,618","35,879",2.5,2.5,39.7,38.2,"105,512","112,221",2.1,1.9,6.6,6.0,"17,578","17,703",3.0,2.6,5.7,5.6,"15,260","16,523",3.0,2.9,16.8,20.4,"44,611","59,936",2.5,2.0,53.4,54.3,"141,836","159,520",1.9,1.7,10.7,9.0,"28,447","26,559",3.5,3.3,31.0,31.5,"82,385","92,510",1.7,1.4,9.0,8.5,"23,820","25,066",2.1,1.7
20,3008,Los Cabos,13,13,1895,1,"229,915","306,837",30.1,27.6,"69,252","84,571",2.4,2.3,5.5,3.0,"12,742","9,243",3.7,3.6,24.6,24.5,"56,511","75,328",2.1,2.1,38.4,40.3,"88,302","123,591",1.9,1.8,3.2,4.9,"7,373","15,090",28.3,27.2,"64,987","83,585",17.0,14.6,"38,971","44,926",2.9,2.7,24.4,15.8,"56,112","48,512",2.8,2.7,46.2,43.7,"106,222","134,214",2.4,2.3,18.4,21.9,"42,302","67,126",3.1,2.7,7.1,15.8,"16,403","48,441",3.3,2.8,33.7,23.5,"77,508","72,231",2.7,2.5,68.5,67.8,"157,554","208,162",2.1,2.0,21.0,19.3,"48,243","59,129",3.6,3.4,33.3,32.5,"76,626","99,661",2.2,1.9,10.5,7.2,"24,225","22,175",2.6,2.3
21,3009,Loreto,0,0,214,0,"18,538","22,045",41.2,41.3,"7,635","9,107",2.4,1.8,7.1,3.4,"1,314",742,3.8,3.3,34.1,37.9,"6,321","8,365",2.1,1.7,30.3,24.2,"5,618","5,324",1.9,1.5,4.5,9.7,831,"2,133",24.0,24.9,"4,454","5,481",22.3,11.1,"4,142","2,453",2.9,2.3,16.4,9.1,"3,044","2,016",2.9,2.2,52.5,48.7,"9,727","10,728",2.4,1.8,16.5,9.4,"3,061","2,077",3.3,2.7,15.8,9.3,"2,936","2,040",3.6,2.7,32.0,23.1,"5,940","5,103",2.8,2.1,71.5,65.5,"13,253","14,431",2.2,1.7,23.2,10.0,"4,308","2,212",3.7,3.3,45.7,51.0,"8,466","11,240",2.1,1.5,15.7,20.2,"2,906","4,463",2.5,1.7
22,4001,Calkini,0,0,2,14,"58,255","53,086",62.6,58.2,"36,489","30,907",3.1,2.5,20.4,12.7,"11,900","6,736",4.2,3.5,42.2,45.5,"24,589","24,170",2.6,2.3,19.0,24.6,"11,060","13,066",2.3,2.1,3.1,3.8,"1,798","2,040",15.3,13.3,"8,909","7,073",27.4,20.3,"15,966","10,780",3.7,3.1,23.3,10.1,"13,588","5,365",3.8,2.9,71.4,67.9,"41,600","36,050",3.1,2.6,26.6,19.4,"15,477","10,281",4.3,3.5,49.6,56.7,"28,902","30,089",3.6,2.8,42.7,24.7,"24,881","13,089",3.9,3.2,81.6,82.8,"47,549","43,973",3.0,2.4,46.3,35.7,"26,983","18,935",4.0,3.4,65.7,62.1,"38,286","32,947",3.0,2.4,28.9,24.2,"16,825","12,839",3.4,2.6
23,4002,Campeche,1,2,84,5,"244,274","283,248",33.9,31.2,"82,814","88,417",2.3,2.0,4.9,2.8,"11,999","7,823",3.8,3.4,29.0,28.5,"70,816","80,594",2.1,1.8,24.5,28.2,"59,730","79,896",1.8,1.6,8.3,8.4,"20,368","23,656",33.3,32.2,"81,361","91,279",17.2,13.9,"42,053","39,394",2.6,2.4,18.8,9.9,"45,874","28,054",2.8,2.5,41.3,41.6,"100,773","117,757",2.4,2.0,12.0,10.5,"29,250","29,742",3.2,2.7,13.4,13.5,"32,614","38,172",3.2,2.7,20.2,17.9,"49,328","50,797",2.9,2.2,58.4,59.4,"142,544","168,313",2.1,1.8,17.9,12.0,"43,805","33,972",3.6,3.4,42.2,39.6,"103,183","112,073",1.9,1.5,11.4,9.5,"27,775","27,010",2.4,1.9
24,4003,Carmen,16,16,117,18,"229,075","276,498",38.4,29.0,"87,930","80,303",2.8,2.6,9.4,3.6,"21,460","9,945",3.9,3.6,29.0,25.4,"66,470","70,358",2.4,2.4,31.4,41.2,"71,917","113,864",1.9,2.1,3.2,3.1,"7,333","8,706",27.0,26.6,"61,895","73,625",21.4,19.5,"49,026","53,786",3.2,3.0,15.7,17.5,"35,891","48,262",3.2,2.9,51.1,52.4,"117,009","144,811",2.7,2.5,22.7,23.0,"52,015","63,514",3.4,3.0,33.5,24.7,"76,759","68,270",3.0,3.1,22.3,22.9,"51,018","63,455",3.5,2.9,69.8,70.2,"159,847","194,167",2.4,2.3,29.5,27.6,"67,669","76,296",3.7,3.5,41.6,32.2,"95,263","89,009",2.6,2.3,13.7,6.9,"31,282","19,004",3.1,2.6
25,4004,Champoton,2,2,5,0,"82,327","89,851",63.6,57.3,"52,342","51,448",2.6,2.5,15.1,10.4,"12,396","9,335",3.9,3.5,48.5,46.9,"39,946","42,113",2.2,2.2,23.1,28.8,"19,052","25,884",2.1,2.1,4.0,4.0,"3,325","3,610",9.2,9.9,"7,608","8,908",28.6,26.5,"23,525","23,830",3.2,3.0,23.0,10.7,"18,927","9,600",3.5,3.3,71.2,66.8,"58,592","59,988",2.7,2.5,21.7,19.4,"17,833","17,452",3.7,3.3,39.7,50.9,"32,697","45,723",3.2,2.8,31.7,26.4,"26,116","23,728",3.5,3.0,86.7,86.1,"71,394","77,332",2.5,2.3,36.7,35.1,"30,212","31,564",3.7,3.5,67.6,61.3,"55,667","55,058",2.5,2.3,28.5,20.9,"23,446","18,738",2.8,2.6
26,4005,Hecelchakan,0,1,1,0,"28,630","29,167",64.7,56.0,"18,522","16,343",2.8,2.4,18.5,11.1,"5,284","3,243",3.7,3.5,46.2,44.9,"13,238","13,099",2.4,2.2,21.2,25.8,"6,066","7,538",2.3,2.1,3.8,5.0,"1,097","1,450",10.3,13.2,"2,944","3,836",24.4,19.9,"6,984","5,790",3.3,3.0,25.4,13.7,"7,283","3,985",3.4,3.1,58.7,63.3,"16,792","18,463",3.1,2.5,26.4,17.8,"7,572","5,191",3.7,3.3,56.6,55.2,"16,207","16,108",3.0,2.7,37.9,19.3,"10,855","5,630",3.3,3.1,85.9,81.9,"24,588","23,881",2.7,2.3,45.2,33.0,"12,936","9,626",3.6,3.4,68.5,61.0,"19,620","17,793",2.6,2.2,29.7,23.8,"8,508","6,932",2.9,2.5
27,4006,Hopelchen,0,0,2,0,"46,342","34,592",79.1,69.0,"36,663","23,881",3.0,2.6,29.5,16.9,"13,660","5,842",3.7,3.4,49.6,52.1,"23,004","18,038",2.5,2.3,15.7,24.2,"7,256","8,377",2.5,2.2,1.5,1.6,692,548,3.7,5.2,"1,731","1,786",31.1,31.6,"14,408","10,932",3.6,3.1,19.7,11.7,"9,109","4,060",3.6,3.4,83.0,82.0,"38,476","28,376",3.0,2.6,19.0,14.8,"8,811","5,120",4.0,3.5,76.6,72.3,"35,485","25,013",3.1,2.7,43.4,18.7,"20,110","6,461",3.6,3.4,94.8,93.3,"43,919","32,258",2.9,2.5,57.1,41.6,"26,471","14,393",3.6,3.4,80.6,70.6,"37,355","24,429",2.9,2.5,43.7,32.3,"20,275","11,187",3.1,2.7
28,4007,Palizada,0,0,0,2,"9,605","9,092",61.5,60.4,"5,904","5,489",2.7,2.5,18.2,15.1,"1,748","1,374",3.8,3.5,43.3,45.3,"4,156","4,114",2.3,2.2,27.6,29.2,"2,648","2,651",2.0,1.9,2.2,2.9,210,263,8.8,7.6,843,689,29.6,22.2,"2,845","2,017",3.3,3.2,10.9,4.4,"1,043",401,3.5,3.7,79.4,79.3,"7,627","7,208",2.6,2.4,29.4,21.4,"2,822","1,944",3.6,3.3,37.8,54.2,"3,627","4,923",3.4,2.9,37.0,28.2,"3,554","2,563",3.2,3.2,89.0,89.5,"8,552","8,140",2.5,2.3,40.8,37.1,"3,917","3,375",3.7,3.4,63.7,63.3,"6,114","5,752",2.6,2.4,28.4,26.3,"2,730","2,390",3.0,2.7
29,4008,Tenabo,0,0,1,0,"9,572","11,093",67.0,55.1,"6,409","6,116",3.0,2.4,20.1,8.9,"1,922",988,3.9,3.4,46.9,46.2,"4,488","5,128",2.6,2.2,24.0,32.5,"2,293","3,610",2.2,2.1,2.9,3.1,278,341,6.2,9.2,592,"1,026",29.3,21.3,"2,800","2,367",3.5,3.0,13.9,5.7,"1,328",627,3.6,3.3,71.2,67.4,"6,811","7,477",3.0,2.4,37.0,22.4,"3,546","2,485",3.7,3.2,67.0,60.5,"6,412","6,712",3.1,2.6,33.3,22.5,"3,186","2,501",3.8,3.0,90.9,87.7,"8,703","9,727",2.8,2.3,49.6,33.9,"4,747","3,755",3.7,3.4,69.9,58.2,"6,687","6,457",2.8,2.3,29.0,19.8,"2,773","2,191",3.2,2.4
30,4009,Escarcega,6,7,11,0,"59,619","61,888",71.2,59.1,"42,442","36,569",3.2,2.6,23.5,11.3,"13,992","6,998",3.9,3.6,47.7,47.8,"28,450","29,571",2.8,2.4,22.2,32.1,"13,218","19,888",2.6,2.2,1.6,2.2,935,"1,364",5.1,6.6,"3,024","4,068",33.9,27.1,"20,221","16,789",3.8,3.2,19.9,9.0,"11,888","5,564",3.8,3.4,84.0,80.2,"50,092","49,630",3.2,2.6,37.5,23.9,"22,349","14,811",4.0,3.5,48.1,52.3,"28,661","32,380",3.7,3.1,59.9,36.1,"35,722","22,329",3.5,3.3,93.4,91.2,"55,660","56,457",3.0,2.5,60.0,43.4,"35,779","26,880",3.8,3.5,72.8,61.3,"43,377","37,932",3.1,2.6,31.5,19.8,"18,785","12,262",3.4,2.8
31,4010,Calakmul,1,1,4,0,"30,123","22,738",82.9,74.3,"24,965","16,900",3.4,2.8,40.8,23.5,"12,285","5,354",3.9,3.6,42.1,50.8,"12,680","11,546",3.0,2.4,16.1,23.9,"4,855","5,429",2.9,2.3,0.3,0.4,80,95,0.7,1.4,223,313,33.9,24.5,"10,225","5,562",4.1,3.5,30.3,8.5,"9,115","1,923",4.0,3.6,92.3,90.1,"27,800","20,491",3.4,2.7,39.4,28.6,"11,866","6,514",4.2,3.6,81.5,80.9,"24,557","18,390",3.6,2.9,54.6,30.7,"16,458","6,977",4.0,3.6,99.0,98.2,"29,820","22,329",3.4,2.7,74.9,52.6,"22,563","11,961",3.9,3.5,83.1,74.7,"25,045","16,996",3.4,2.8,50.7,37.6,"15,267","8,553",3.5,2.9
32,4011,Candelaria,7,7,4,0,"44,266","40,532",69.6,67.6,"30,816","27,397",2.9,2.8,21.3,17.9,"9,432","7,250",3.8,3.7,48.3,49.7,"21,384","20,147",2.6,2.5,26.6,29.2,"11,770","11,832",2.5,2.3,0.6,0.8,258,320,3.2,2.4,"1,422",982,33.8,31.3,"14,945","12,691",3.6,3.5,17.6,11.8,"7,784","4,765",3.4,3.6,89.1,88.2,"39,458","35,761",2.9,2.7,33.6,26.2,"14,877","10,627",3.7,3.7,49.2,63.7,"21,774","25,817",3.5,3.2,48.3,35.2,"21,361","14,264",3.4,3.5,96.2,96.8,"42,586","39,230",2.8,2.6,54.9,50.2,"24,307","20,362",3.7,3.6,70.2,68.4,"31,074","27,718",2.9,2.8,32.4,27.7,"14,364","11,245",3.1,3.0
33,5001,Abasolo,0,0,1,25,"1,065","1,021",48.8,3.9,520,40,2.1,1.5,5.9,0.1,63,1,3.2,3.2,43.0,3.8,457,39,1.9,1.4,34.2,73.4,364,749,1.8,1.5,4.6,1.0,49,11,12.4,21.6,132,221,19.2,14.5,204,149,2.5,2.1,36.7,12.7,391,130,2.5,2.3,68.8,69.9,732,713,2.1,1.6,2.6,2.3,28,23,3.1,2.4,5.9,5.3,63,54,2.7,2.9,30.3,12.7,322,130,2.4,2.4,83.0,77.3,884,789,2.0,1.5,19.1,8.6,203,88,3.2,3.1,53.5,5.0,569,51,1.9,1.2,20.7,2.0,220,21,2.0,1.0
34,5002,Acuna,2,2,302,1,"136,452","149,023",25.2,25.2,"34,320","37,505",1.9,1.7,2.6,1.6,"3,576","2,313",3.5,3.4,22.5,23.6,"30,745","35,193",1.8,1.5,24.9,20.2,"34,018","30,154",1.7,1.4,14.3,21.5,"19,493","32,008",35.6,33.1,"48,621","49,356",15.0,16.1,"20,476","24,056",2.0,1.8,20.0,9.4,"27,326","13,943",2.4,2.4,28.6,22.2,"39,069","33,024",2.2,1.9,6.4,9.1,"8,745","13,608",2.6,1.8,4.3,3.0,"5,874","4,423",2.6,2.5,15.7,10.5,"21,445","15,653",2.2,1.9,50.1,45.4,"68,338","67,659",1.8,1.5,9.8,4.9,"13,434","7,311",3.3,3.3,39.4,46.6,"53,814","69,513",1.2,0.9,9.4,11.2,"12,869","16,716",1.8,1.3
35,5003,Allende,0,0,9,8,"25,004","22,818",29.4,28.1,"7,349","6,413",1.5,1.6,0.9,1.3,237,308,3.2,3.3,28.4,26.8,"7,111","6,106",1.4,1.5,28.7,21.4,"7,167","4,890",1.5,1.4,15.2,19.5,"3,805","4,441",26.7,31.0,"6,684","7,074",13.8,14.1,"3,462","3,217",1.8,1.8,10.3,6.8,"2,567","1,548",2.2,2.4,43.3,29.7,"10,814","6,788",1.6,1.7,4.0,3.6,995,814,2.1,2.2,7.2,4.0,"1,796",913,2.3,2.5,9.0,15.2,"2,263","3,457",2.3,1.8,58.1,49.5,"14,515","11,303",1.5,1.5,5.2,4.6,"1,313","1,060",3.2,3.3,44.6,47.6,"11,153","10,855",1.0,0.9,11.9,11.6,"2,969","2,655",1.2,1.2
36,5004,Arteaga,1,1,127,0,"25,099","22,022",25.3,41.0,"6,340","9,039",2.0,1.8,2.2,4.7,547,"1,039",3.4,3.4,23.1,36.3,"5,793","8,000",1.9,1.6,64.3,28.6,"16,144","6,300",2.0,1.6,2.4,10.3,599,"2,265",8.0,20.1,"2,015","4,418",24.0,20.8,"6,028","4,591",2.7,2.3,26.2,15.2,"6,580","3,338",2.8,2.7,68.6,51.9,"17,224","11,439",2.3,1.9,9.3,8.9,"2,338","1,965",3.2,2.7,9.8,7.6,"2,447","1,666",3.1,2.8,43.8,18.6,"10,996","4,097",2.4,2.3,89.6,69.7,"22,485","15,339",2.0,1.8,25.8,12.9,"6,475","2,842",3.3,3.4,27.6,51.3,"6,939","11,304",1.8,1.5,7.8,21.2,"1,966","4,676",1.9,1.7
37,5005,Candela,0,0,0,0,"1,736","1,728",61.1,14.1,"1,061",244,2.3,2.1,14.9,2.3,259,39,3.7,3.5,46.2,11.9,802,205,1.9,1.8,22.9,67.6,398,"1,167",1.8,1.6,7.4,1.1,129,19,8.6,17.2,148,297,30.1,26.2,522,453,2.7,2.2,20.8,16.4,361,283,3.2,2.6,62.2,68.4,"1,080","1,182",2.4,1.8,8.4,8.0,146,139,3.6,2.9,22.8,8.4,396,145,3.1,2.8,38.2,13.3,663,229,2.8,2.4,84.0,81.7,"1,459","1,412",2.2,1.7,28.2,12.7,489,220,3.5,3.3,68.5,15.3,"1,190",264,2.1,2.0,34.7,5.5,602,94,2.3,2.3
